1, 957, 1, 299.98
2, 1073, 1, 199.99
2, 502, 5, 50.0
2, 403, 1, 129.99
4, 897, 2, 24.99
4, 365, 5, 59.99
4, 502, 3, 50.0
4, 1014, 4, 49.98
5, 957, 1, 299.98
5, 365, 5, 59.99
5, 1014, 2, 49.98
5, 957, 1, 299.98
5, 403, 1, 129.99
7, 1073, 1, 199.99
7, 957, 1, 299.98
7, 926, 5, 15.99
8, 365, 3, 59.99
8, 365, 5, 59.99
8, 1014, 4, 49.98
8, 502, 1, 50.0
9, 191, 2, 99.99
9, 1073, 1, 199.99
9, 1073, 1, 199.99
10, 1073, 1, 199.99
10, 1014, 2, 49.98
10, 403, 1, 129.99
10, 917, 1, 21.99
10, 1073, 1, 199.99
11, 365, 1, 59.99
11, 627, 4, 39.99
11, 1014, 1, 49.98
11, 191, 4, 99.99
11, 1014, 5, 49.98
12, 957, 1, 299.98
12, 134, 4, 25.0
12, 1014, 3, 49.98
12, 191, 5, 99.99
12, 502, 5, 50.0
13, 276, 4, 31.99
14, 1004, 1, 399.98
14, 1014, 2, 49.98
14, 502, 1, 50.0
15, 502, 1, 50.0
15, 1073, 1, 199.99
15, 828, 3, 31.99
15, 365, 3, 59.99
15, 1004, 1, 399.98
16, 365, 2, 59.99
16, 365, 5, 59.99
17, 810, 4, 19.99
17, 1014, 2, 49.98
17, 93, 3, 24.99
17, 1073, 1, 199.99
17, 365, 4, 59.99
18, 1073, 1, 199.99
18, 365, 2, 59.99
18, 403, 1, 129.99
19, 1004, 1, 399.98
19, 957, 1, 299.98
20, 502, 5, 50.0
20, 1014, 4, 49.98
20, 403, 1, 129.99
20, 365, 5, 59.99
21, 897, 3, 24.99
21, 276, 4, 31.99
21, 37, 2, 34.99
21, 502, 2, 50.0
23, 957, 1, 299.98
24, 403, 1, 129.99
24, 502, 1, 50.0
24, 502, 5, 50.0
24, 1073, 1, 199.99
24, 1073, 1, 199.99
25, 1004, 1, 399.98
27, 502, 3, 50.0
27, 1073, 1, 199.99
27, 1004, 1, 399.98
28, 191, 4, 99.99
28, 957, 1, 299.98
28, 957, 1, 299.98
28, 191, 1, 99.99
28, 365, 1, 59.99
29, 1073, 1, 199.99
29, 1014, 5, 49.98
29, 403, 1, 129.99
29, 403, 1, 129.99
29, 1004, 1, 399.98
30, 502, 2, 50.0
31, 191, 5, 99.99
33, 403, 1, 129.99
33, 1073, 1, 199.99
33, 403, 1, 129.99
33, 1014, 4, 49.98
34, 957, 1, 299.98
35, 403, 1, 129.99
36, 502, 2, 50.0
36, 957, 1, 299.98
36, 1004, 1, 399.98
37, 365, 1, 59.99
37, 906, 4, 24.99
38, 627, 4, 39.99
38, 502, 4, 50.0
39, 1073, 1, 199.99
41, 1014, 4, 49.98
41, 825, 4, 31.99
42, 627, 1, 39.99
42, 365, 5, 59.99
42, 1004, 1, 399.98
43, 957, 1, 299.98
43, 191, 1, 99.99
43, 403, 1, 129.99
44, 1004, 1, 399.98
45, 627, 5, 39.99
45, 627, 4, 39.99
45, 924, 5, 15.99
45, 365, 1, 59.99
46, 403, 1, 129.99
46, 1014, 2, 49.98
48, 1014, 1, 49.98
48, 886, 2, 24.99
49, 957, 1, 299.98
49, 365, 2, 59.99
49, 403, 1, 129.99
50, 403, 1, 129.99
50, 957, 1, 299.98
51, 502, 1, 50.0
51, 1004, 1, 399.98
52, 1014, 5, 49.98
52, 1014, 3, 49.98
56, 1073, 1, 199.99
56, 1014, 4, 49.98
56, 957, 1, 299.98
57, 365, 3, 59.99
57, 365, 2, 59.99
57, 403, 1, 129.99
57, 821, 4, 51.99
58, 775, 2, 9.99
58, 502, 1, 50.0
58, 1004, 1, 399.98
58, 1073, 1, 199.99
58, 403, 1, 129.99
59, 957, 1, 299.98
59, 365, 1, 59.99
59, 365, 1, 59.99
59, 1073, 1, 199.99
61, 365, 2, 59.99
61, 365, 2, 59.99
61, 191, 4, 99.99
62, 1004, 1, 399.98
62, 1004, 1, 399.98
62, 957, 1, 299.98
62, 502, 1, 50.0
63, 1004, 1, 399.98
63, 1014, 2, 49.98
63, 1004, 1, 399.98
64, 502, 3, 50.0
64, 502, 1, 50.0
64, 365, 1, 59.99
64, 191, 2, 99.99
64, 502, 4, 50.0
65, 957, 1, 299.98
66, 403, 1, 129.99
66, 365, 2, 59.99
66, 957, 1, 299.98
66, 403, 1, 129.99
67, 502, 3, 50.0
68, 957, 1, 299.98
69, 365, 4, 59.99
70, 1073, 1, 199.99
70, 403, 1, 129.99
70, 957, 1, 299.98
71, 191, 5, 99.99
71, 365, 2, 59.99
71, 627, 1, 39.99
72, 627, 2, 39.99
72, 1073, 1, 199.99
72, 572, 3, 39.99
72, 835, 2, 31.99
73, 1014, 5, 49.98
73, 1014, 5, 49.98
73, 1014, 5, 49.98
73, 403, 1, 129.99
73, 191, 4, 99.99
74, 365, 2, 59.99
75, 403, 1, 129.99
75, 502, 1, 50.0
75, 502, 4, 50.0
75, 1004, 1, 399.98
77, 1014, 2, 49.98
77, 365, 5, 59.99
77, 191, 1, 99.99
77, 403, 1, 129.99
77, 502, 2, 50.0
81, 627, 5, 39.99
81, 627, 3, 39.99
81, 1014, 4, 49.98
81, 403, 1, 129.99
83, 1073, 1, 199.99
84, 1004, 1, 399.98
84, 191, 5, 99.99
84, 627, 5, 39.99
84, 502, 4, 50.0
84, 1073, 1, 199.99
87, 627, 3, 39.99
88, 403, 1, 129.99
88, 1014, 3, 49.98
91, 1004, 1, 399.98
91, 365, 5, 59.99
92, 1014, 4, 49.98
93, 778, 4, 24.99
94, 1004, 1, 399.98
94, 627, 4, 39.99
94, 403, 1, 129.99
94, 1014, 1, 49.98
95, 627, 5, 39.99
96, 1014, 2, 49.98
96, 957, 1, 299.98
96, 403, 1, 129.99
97, 886, 5, 24.99
98, 403, 1, 129.99
98, 502, 2, 50.0
99, 191, 5, 99.99
99, 502, 4, 50.0
99, 1073, 1, 199.99
99, 1073, 1, 199.99
100, 403, 1, 129.99
100, 365, 2, 59.99
100, 191, 3, 99.99
101, 191, 1, 99.99
101, 957, 1, 299.98
101, 1073, 1, 199.99
101, 957, 1, 299.98
103, 365, 5, 59.99
103, 403, 1, 129.99
103, 1004, 1, 399.98
104, 403, 1, 129.99
104, 957, 1, 299.98
104, 365, 2, 59.99
105, 403, 1, 129.99
105, 365, 3, 59.99
105, 365, 2, 59.99
106, 191, 1, 99.99
107, 565, 4, 70.0
107, 502, 5, 50.0
107, 403, 1, 129.99
107, 627, 2, 39.99
107, 957, 1, 299.98
110, 278, 1, 44.99
110, 365, 4, 59.99
110, 1073, 1, 199.99
110, 365, 1, 59.99
110, 502, 1, 50.0
111, 1014, 5, 49.98
112, 1014, 2, 49.98
112, 642, 4, 30.0
112, 365, 2, 59.99
112, 1004, 1, 399.98
112, 365, 4, 59.99
113, 627, 3, 39.99
113, 1014, 1, 49.98
113, 957, 1, 299.98
113, 1014, 3, 49.98
114, 365, 4, 59.99
115, 957, 1, 299.98
115, 957, 1, 299.98
116, 957, 1, 299.98
116, 135, 3, 22.0
116, 1014, 2, 49.98
116, 191, 2, 99.99
116, 403, 1, 129.99
117, 1004, 1, 399.98
117, 135, 3, 22.0
117, 365, 2, 59.99
117, 1014, 4, 49.98
118, 403, 1, 129.99
118, 403, 1, 129.99
118, 502, 1, 50.0
119, 821, 3, 51.99
119, 403, 1, 129.99
119, 1014, 4, 49.98
120, 1004, 1, 399.98
120, 502, 5, 50.0
120, 191, 1, 99.99
120, 365, 1, 59.99
121, 957, 1, 299.98
121, 957, 1, 299.98
121, 365, 3, 59.99
121, 502, 5, 50.0
122, 191, 1, 99.99
122, 627, 1, 39.99
122, 957, 1, 299.98
122, 1004, 1, 399.98
122, 1014, 2, 49.98
123, 627, 5, 39.99
123, 502, 4, 50.0
123, 403, 1, 129.99
124, 1004, 1, 399.98
127, 403, 1, 129.99
127, 1004, 1, 399.98
127, 502, 1, 50.0
129, 1014, 5, 49.98
130, 365, 3, 59.99
130, 502, 3, 50.0
130, 1014, 2, 49.98
130, 1073, 1, 199.99
131, 1004, 1, 399.98
131, 957, 1, 299.98
131, 93, 5, 24.99
132, 1014, 1, 49.98
132, 278, 3, 44.99
132, 502, 5, 50.0
132, 365, 3, 59.99
133, 502, 2, 50.0
133, 365, 4, 59.99
133, 365, 5, 59.99
134, 365, 1, 59.99
135, 627, 1, 39.99
135, 365, 2, 59.99
135, 502, 1, 50.0
136, 957, 1, 299.98
137, 365, 5, 59.99
137, 365, 5, 59.99
139, 502, 1, 50.0
139, 1004, 1, 399.98
139, 804, 3, 19.99
140, 1073, 1, 199.99
140, 957, 1, 299.98
140, 1004, 1, 399.98
140, 627, 5, 39.99
140, 502, 3, 50.0
141, 564, 3, 30.0
141, 502, 2, 50.0
141, 1014, 2, 49.98
142, 403, 1, 129.99
143, 191, 2, 99.99
143, 365, 4, 59.99
143, 957, 1, 299.98
143, 1004, 1, 399.98
145, 917, 5, 21.99
145, 403, 1, 129.99
145, 1014, 1, 49.98
146, 502, 3, 50.0
146, 403, 1, 129.99
146, 957, 1, 299.98
146, 1014, 1, 49.98
147, 403, 1, 129.99
147, 191, 3, 99.99
148, 502, 2, 50.0
148, 502, 5, 50.0
148, 403, 1, 129.99
149, 365, 3, 59.99
149, 1014, 5, 49.98
150, 403, 1, 129.99
151, 502, 2, 50.0
151, 835, 3, 31.99
151, 403, 1, 129.99
152, 792, 2, 14.99
152, 1073, 1, 199.99
152, 191, 1, 99.99
152, 627, 4, 39.99
152, 917, 4, 21.99
154, 957, 1, 299.98
154, 403, 1, 129.99
154, 1014, 5, 49.98
154, 365, 2, 59.99
155, 365, 2, 59.99
156, 1014, 1, 49.98
157, 191, 2, 99.99
158, 1004, 1, 399.98
159, 1014, 3, 49.98
159, 797, 3, 17.99
159, 365, 5, 59.99
159, 191, 4, 99.99
159, 403, 1, 129.99
160, 191, 2, 99.99
161, 502, 2, 50.0
161, 502, 1, 50.0
161, 1004, 1, 399.98
161, 1073, 1, 199.99
162, 957, 1, 299.98
162, 957, 1, 299.98
162, 957, 1, 299.98
162, 403, 1, 129.99
163, 775, 4, 9.99
163, 365, 2, 59.99
164, 365, 5, 59.99
164, 403, 1, 129.99
164, 365, 5, 59.99
164, 191, 4, 99.99
164, 365, 4, 59.99
165, 276, 2, 31.99
165, 191, 4, 99.99
165, 191, 5, 99.99
165, 365, 4, 59.99
165, 403, 1, 129.99
166, 627, 4, 39.99
166, 365, 1, 59.99
166, 1073, 1, 199.99
166, 1073, 1, 199.99
167, 1073, 1, 199.99
167, 365, 2, 59.99
167, 1004, 1, 399.98
167, 1073, 1, 199.99
168, 191, 4, 99.99
168, 957, 1, 299.98
170, 1014, 2, 49.98
170, 365, 4, 59.99
170, 403, 1, 129.99
170, 365, 1, 59.99
170, 191, 1, 99.99
171, 627, 1, 39.99
171, 191, 5, 99.99
171, 1004, 1, 399.98
171, 365, 5, 59.99
